Interval,Max_Velocity,Acceleration,Collision_Distance
182,90.0,69.70671,15.461727
183,83.75942,73.61109,21.82604
184,79.39224,75.326035,12.9474745
185,85.84587,100.0,17.465256
185,70.99309,95.14661,15.251328
186,76.37291,68.79322,14.327534
187,73.20983,71.27637,15.036304
188,85.15689,60.28152,16.861195
188,90.0,66.7144,12.0
189,59.60594,82.684235,12.81958
190,88.739044,45.821022,14.596378
191,85.68621,76.59437,18.3234
191,75.19339,75.1363,17.792341
192,90.0,57.716526,17.324953
193,85.30824,93.3476,13.715216
194,82.64377,55.34826,17.542805
194,90.0,83.30907,12.88131
195,84.81534,67.60376,13.135492
196,85.89072,78.5359,22.0932
196,79.35873,79.70752,12.0
197,77.68068,72.17547,15.439446
198,82.60415,65.74036,15.333402
198,75.62464,70.94993,13.119432
199,79.301575,90.25046,19.60809
200,88.3844,57.10243,14.188706
201,81.97737,77.82265,13.741127
201,90.0,78.731224,25.374142
202,84.21747,58.43067,12.0
203,86.18741,71.60982,18.373669
204,73.29934,62.437042,21.30044
204,84.109795,79.24442,14.95042
205,87.35693,70.9518,16.543457
206,88.92787,91.39525,13.615715
207,79.82339,73.53508,12.0
207,84.13154,88.11552,12.0
208,70.90211,92.20577,17.612673
209,78.97111,63.18283,12.683943
210,83.39141,92.31925,12.0
210,86.23764,99.63773,14.193585
211,88.10829,62.314133,13.830424
212,81.251755,79.34346,18.186115
213,86.69772,65.413284,14.324484
213,79.541435,70.01951,16.475998
214,90.0,65.28547,15.48982
215,89.13727,78.91739,16.475271
216,84.30747,53.34646,16.53582
216,81.90189,72.00552,15.318211
217,81.61973,77.376526,17.769033
218,89.11006,68.64071,14.418691
219,76.22034,86.3031,13.548116
219,79.94399,100.0,14.5415945
220,90.0,77.15458,14.524309
221,90.0,88.95841,12.0
222,87.58372,83.91116,12.202569
222,84.00009,83.87117,18.348892
223,80.39504,79.19255,14.16268
224,90.0,72.72216,18.309704
225,90.0,78.14433,16.221165
225,90.0,80.00416,12.235815
226,69.36492,83.565125,13.558295
227,74.81738,100.0,15.117727
228,90.0,73.92223,19.053308
228,78.82135,88.73426,12.803653
229,85.87202,48.222546,13.129081
230,72.90708,65.95557,22.750786
230,71.97151,83.46407,13.374014
231,81.50795,74.20433,14.482567
232,90.0,52.0104,13.323177
233,72.48463,68.41532,18.08129
233,84.850266,94.29639,12.297987
234,85.74466,88.48779,13.461653
235,81.84161,47.2651,12.0
236,83.64145,72.64911,15.851605
236,85.18861,95.10225,12.094256
237,89.035095,89.02528,12.0
238,85.99532,57.106644,14.543725
238,79.1442,60.443283,12.0
239,90.0,89.30684,12.0
240,86.94429,72.71914,14.162434
241,88.37506,70.524124,12.0
241,84.44824,64.50731,14.42057
242,90.0,72.38582,12.0
243,85.43282,86.55583,14.811503
244,84.13661,79.57569,18.14385
244,79.87668,65.86832,13.323116
245,79.35961,75.07151,14.913502
246,90.0,94.74092,19.430069
247,75.593605,64.71114,12.0
247,74.78412,72.721954,12.0
248,81.64977,71.22877,16.007751
249,90.0,93.83162,14.988331
250,80.39519,63.659504,12.874169
250,75.203766,68.49618,14.748049
251,71.04781,76.21593,15.624809
252,84.547745,77.98098,14.422945
253,90.0,78.98721,18.891401
253,90.0,83.249916,15.930397
254,90.0,66.81707,13.92638
255,88.05139,85.66243,14.55599
256,81.283714,64.691795,16.001822
256,81.30217,71.73975,16.950378
257,88.27301,87.35631,13.105859
258,83.44384,78.78143,14.924563
259,85.435936,86.30588,14.705288
259,81.82051,77.089005,18.5249
260,88.644646,61.785973,12.0
261,80.01122,78.17954,12.0
262,88.02658,90.5587,14.597073
262,89.90596,63.792877,12.0
263,86.55179,99.017044,12.822925
264,88.725235,91.38199,13.355479
265,79.25657,72.89248,18.08688
265,86.79865,78.61426,22.152418
266,74.908226,84.50308,16.000732
267,87.93787,61.38333,20.507193
268,77.09144,92.7385,12.0
268,90.0,81.538925,12.0
269,84.10411,100.0,19.420881
270,74.13614,92.92177,12.590151
271,83.566,51.497982,12.0
271,71.29999,67.596504,15.54889
272,86.31265,95.638,12.349215
273,87.4939,76.88258,18.213675
274,90.0,72.66171,12.0
274,81.39642,76.01816,12.0
275,90.0,84.59426,16.190933
276,80.003,47.654728,13.23217
277,84.318375,71.7052,12.0
277,80.362976,73.909355,13.774371
278,82.81796,60.62937,14.05375
279,75.56922,55.421043,12.057646
279,76.603966,75.6526,14.908957
280,85.745865,72.402054,18.734726
281,88.02005,61.675804,13.795104
282,90.0,84.04451,13.582497
282,80.80584,72.4701,14.658504
283,80.229126,77.1461,18.355085
284,79.87763,76.97383,13.258648
285,84.786194,75.63132,20.0465
285,78.157585,80.736885,20.649784
286,90.0,85.24949,15.51491
287,81.185844,73.66791,12.887875
288,88.05638,72.011116,13.498628
288,68.68097,62.979267,14.201334
289,79.93579,96.646286,15.6686325
290,82.803825,72.34291,16.504597
290,82.520584,79.439026,16.546694
291,74.28751,87.538895,20.437664
292,83.303116,95.42828,16.406239
293,90.0,80.020874,13.10073
293,79.5847,79.51348,13.652058
294,88.6304,82.97472,16.498133
295,90.0,74.84667,13.416
296,90.0,79.44282,15.327362
296,90.0,83.183624,13.050729
297,82.367294,67.513695,12.0
298,84.933136,80.77193,17.321438
299,90.0,72.531975,19.819258
299,90.0,78.35356,15.775547
300,87.14703,78.63129,14.159883
301,90.0,83.06357,12.0
302,90.0,75.47955,13.944555
302,90.0,78.117645,13.428927
303,80.2884,84.04256,16.000668
304,85.81412,87.08357,14.001631
305,82.95569,81.89952,14.153065
305,86.79643,86.249626,12.0
306,87.34298,90.091064,19.866257
307,90.0,82.45206,17.25667
308,81.09606,74.06402,15.181908
308,85.03621,85.66965,16.694305
309,85.05754,81.70387,15.03382
310,76.23157,72.923485,16.84337
310,86.72779,81.64228,13.187885
311,86.70465,88.607635,17.108498
312,82.72409,58.60931,14.470568
312,86.584236,80.02208,19.128836
313,83.683334,72.31339,12.011072
314,87.66148,72.32062,12.0
315,82.09485,71.12298,14.486665
315,81.45498,56.36427,12.0
316,71.64093,66.706474,16.044283
317,85.32475,82.52223,15.177099
318,82.7762,80.86658,13.136852
318,86.207115,95.56947,20.436735
319,82.25842,66.7038,13.767957
320,82.182434,71.23773,14.69964
320,89.657166,68.87134,13.292135
321,82.22452,68.83693,14.267553
322,83.20321,73.02185,15.721399
323,84.54551,66.973946,16.734585
323,85.31033,57.079746,16.130014
324,88.23976,75.87297,15.320933
325,84.28259,85.61866,12.0
326,82.525024,96.58328,14.196865
326,87.221954,54.65377,17.685656
327,88.361496,70.73433,14.463316
328,75.607376,84.20178,13.477039
329,82.1354,78.393,13.686625
329,80.05311,74.95804,16.161745
330,84.58383,90.76431,20.087645
331,87.81955,85.98868,18.00975
332,85.03526,66.00288,18.156261
332,83.48495,81.09447,13.738564
333,78.50089,85.64508,12.0
334,73.88681,69.337845,13.26921
335,81.72955,66.805695,12.227703
335,75.06172,68.79024,15.099265
336,90.0,79.06318,12.0
337,78.38374,73.32579,14.284864
337,89.165054,89.02769,16.09054
338,76.52728,64.29367,12.709872
339,87.974014,65.44142,14.300173
340,88.44265,82.67752,15.905943
340,84.48803,66.06229,13.829468
341,90.0,64.20576,16.820374
342,81.75517,78.55738,15.88667
343,84.11859,63.004463,15.855349
343,90.0,75.4813,14.627796
344,87.53674,68.43616,13.602709
345,83.486206,91.966774,12.0
346,80.85203,89.19623,19.023981
346,82.54058,89.434135,13.894026
347,77.16951,72.98795,13.009741
348,85.02222,78.45762,15.063313
349,82.48231,94.34204,17.50251
349,79.99118,85.440674,15.425837
350,87.804405,81.07796,14.007059
351,84.55236,75.91156,12.8460245
352,82.54436,70.04998,16.546656
352,81.04678,76.96994,15.480875
353,90.0,60.3647,12.0
354,86.84454,56.721485,14.981449
355,82.84907,69.922646,16.651283
355,76.72005,69.391945,16.951319
356,82.27462,52.86463,13.376374
357,90.0,91.35707,17.96883
358,86.8181,85.03798,13.24361
358,76.48682,79.48509,14.711842
359,77.63614,70.553085,13.500946
360,83.55507,72.67859,16.859371
361,80.2134,92.207794,17.236765
361,84.147575,77.53279,14.555805
362,83.64103,69.82017,12.0
363,83.1854,88.99382,12.317244
364,74.37131,80.04172,13.720306
364,89.1232,77.06211,13.537357
365,85.28506,79.65055,14.762081
366,87.79542,64.160446,17.259441
367,81.5731,59.861034,16.004875
367,87.95859,58.56972,18.90112
368,84.38789,82.21555,15.326502
369,84.482895,82.07206,12.563318
370,85.30942,70.96394,13.73757
370,90.0,79.41838,16.788803
371,82.0148,85.41375,13.042429
372,74.91115,82.42145,18.411728
373,81.07141,60.49691,14.290027
373,85.36978,76.60601,12.0
374,81.18669,82.67327,18.043564
375,83.83815,69.28263,12.79631
375,82.62708,81.04276,16.14032
376,80.129395,91.07745,12.727361
377,85.40277,79.46764,12.0
378,82.39539,86.03937,12.0
378,90.0,69.093185,12.0
379,90.0,86.53952,15.684635
380,88.6624,77.552864,13.030656
380,86.45096,80.52051,16.833883
381,88.07065,56.909935,12.0
382,83.27192,64.52457,19.394075
383,80.82627,78.92901,13.727625
383,85.93625,81.63258,16.31707
384,90.0,72.711494,14.231938
385,84.579506,96.01126,15.101717
386,82.35155,74.706345,12.878267
386,82.68642,77.084015,15.892153
387,83.63115,83.85547,14.707674
388,79.68549,91.12082,15.072129
389,76.217155,66.08841,14.97661
389,77.00687,85.185196,14.954119
390,80.2597,90.55679,16.161404
391,84.02445,79.14761,16.288782
392,83.34317,76.53362,15.396239
392,84.2014,69.966225,15.194769
393,89.82872,88.057465,12.983087
394,85.50102,66.058464,15.580072
395,86.5513,72.38817,13.655752
395,81.66118,81.776596,15.58976
396,79.93854,76.32938,15.489729
397,89.53695,64.17414,13.398888
398,84.394295,71.4997,17.94094
398,89.995094,79.82378,14.374367
399,82.64076,83.58498,12.917864
400,87.390205,82.20592,16.457745
401,78.365166,84.00955,14.357155
401,80.481606,83.80876,13.763159
402,81.532524,76.773476,16.955626
403,86.21544,82.02595,16.537178
404,83.86838,61.76844,14.955439
404,81.312386,85.916885,14.326296
405,83.05775,84.2525,13.210476
406,83.178604,70.51466,13.522308
406,90.0,83.65018,17.891802
407,88.37675,85.858955,16.539879
408,83.52772,81.748245,15.521067
409,86.69289,79.501434,15.101292
409,83.595894,85.462,15.005176
410,80.631454,68.20189,13.704025
411,90.0,67.97288,15.360653
412,88.75618,61.044815,13.570966
412,84.82359,68.1146,15.7554455
413,90.0,76.47395,15.513464
414,87.648056,72.3972,15.997927
415,84.75911,81.47377,12.0
415,78.6307,83.742485,12.987099
416,85.45117,87.81945,18.178497
417,82.22926,78.96101,16.039234
418,81.53136,90.43738,12.398515
418,87.70232,80.21164,16.028675
419,89.24357,71.40726,17.099789
420,79.445755,72.9655,16.76046
420,81.857376,86.53759,12.543128
421,86.08049,70.92182,13.483893
422,89.9005,67.06958,17.400784
423,84.320206,83.47705,12.7013855
423,84.755104,83.44626,16.783566
424,81.48917,72.18283,14.303221
425,85.86811,70.34496,16.026976
425,80.979675,70.18708,12.48025
426,85.90776,61.667477,12.024412
427,89.01765,69.92793,18.418446
428,80.581314,72.61204,15.649971
428,80.441895,56.815575,14.628948
429,88.55987,80.974106,15.844467
430,78.10943,80.34117,14.759035
430,81.64628,63.517944,14.000933
431,80.68417,91.62891,15.171415
432,90.0,71.31115,14.147085
433,86.22426,73.88458,15.388071
433,89.3512,78.94271,16.836914
434,83.89231,78.11465,15.757204
435,88.54878,62.22333,14.515169
436,84.43449,62.737194,16.48003
436,85.693275,80.59548,12.0
437,89.012886,84.930855,15.070111
438,88.49062,85.97052,12.0
439,87.75606,79.01259,17.241236
439,81.86795,69.350746,13.3777275
440,73.46112,84.908264,14.969092
441,83.22856,74.0878,17.011871
441,86.073685,73.892975,17.140755
442,80.12882,79.90874,13.289603
443,84.34197,76.95231,15.974285
443,84.01016,71.313614,15.609001
444,88.41146,77.069176,16.506588
445,83.431,83.45493,14.73117
446,78.53087,81.63323,14.365805
446,82.30996,72.77944,15.008373
447,87.580635,88.39746,17.36407
448,86.75659,80.36867,14.800193
449,79.53772,65.77242,16.150291
449,81.72038,77.50277,15.480384
450,85.70897,81.75496,13.844977
451,85.50122,62.377354,12.5689
452,89.22827,90.894325,12.0
452,75.39905,69.375854,13.381899
453,89.77751,79.20382,15.565072
454,84.09119,82.32649,15.174438
454,85.83761,80.37767,12.610473
455,85.5802,76.55113,15.23482
456,86.46341,82.51151,14.553848
457,90.0,76.34513,18.283546
457,84.54319,76.62282,13.161385
458,87.079704,82.14824,19.534096
459,77.90271,85.37533,17.84182
459,79.770256,79.350334,14.834481
460,83.86768,71.22312,15.194468
461,81.61517,78.18315,16.949718
462,88.40281,83.60951,12.0
462,88.71259,76.34329,15.4802
463,80.76054,75.683784,14.890268
464,83.9489,73.0292,14.991608
464,85.80886,77.59482,15.3795185
465,83.1904,83.044586,12.245806
466,76.848946,78.91762,13.980137
467,87.683846,76.92197,14.64271
467,84.62966,77.39725,12.774069
468,90.0,82.33404,16.235895
469,85.35302,69.865395,14.944979
470,86.18931,78.94092,14.252573
470,80.23422,80.94221,13.595997
471,86.01363,81.44762,16.355194
472,86.68465,87.99713,14.554905
473,88.40646,73.36265,13.391214
473,86.12347,71.85962,13.778793
474,82.20234,68.41915,14.610338
475,80.4507,80.26264,12.279457
476,85.85065,76.73194,13.885839
476,83.97444,69.33698,17.340307
477,83.39201,81.61817,15.489084
478,84.753006,74.63004,13.729003
479,86.027466,80.18527,13.380062
479,74.761444,71.62096,15.512278
480,74.3011,83.744576,16.075567
481,86.206245,77.5805,12.581308
482,90.0,85.083725,14.105405
482,86.47709,77.347725,16.848286
483,84.56563,77.0748,15.614463
484,83.15723,83.97807,13.61104
485,81.50681,61.818573,12.082961
485,89.98697,75.315025,14.290204
486,80.309784,83.63291,12.958542
487,84.71867,68.743195,15.922836
487,79.5048,86.23869,14.740034
488,83.1078,70.17386,15.826474
489,83.41118,61.517094,13.212876
490,85.53924,72.52723,16.230556
490,78.94405,78.54493,16.048943
491,87.64273,72.6212,17.728926
492,81.53493,78.03476,16.536186
493,80.63365,77.20621,16.683983
493,84.8062,73.3014,14.020054
494,84.63307,79.19609,15.663282
495,81.56312,75.29705,13.963642
495,78.23857,75.923004,16.012243
496,86.82555,86.21281,14.298824
497,85.288574,63.711277,13.615936
498,86.22298,67.41795,17.262836
498,88.13725,84.24536,15.890267
499,82.253525,78.813866,14.868658
500,83.41552,90.09385,13.642284
501,83.06117,77.73926,15.505447
501,90.0,68.75692,12.236721
502,79.27869,71.45884,14.252396
503,83.06576,75.14803,16.787645
504,83.55784,75.32886,12.0
504,89.933365,74.17296,12.0
505,81.01253,78.04779,14.5291815
506,78.26357,71.75511,17.79769
506,83.00794,76.07738,18.312979
507,87.35217,81.73025,17.181484
508,84.27029,73.74936,15.167843
509,86.461395,68.22285,12.888079
509,86.928375,74.286606,15.883337
510,80.311165,70.16065,14.352308
511,85.41537,72.17991,12.590559
512,84.606964,88.315125,16.994865
512,84.38197,77.445496,12.92997
513,83.38619,73.3106,13.251116
514,81.8208,79.61517,13.907751
515,83.38168,70.08849,12.0
515,79.09087,75.0743,14.172273
516,87.425415,83.266525,14.800329
517,84.33936,70.76886,14.812334
518,79.46008,79.208405,15.986855
518,81.74268,78.1006,15.272369
519,87.100266,82.08612,14.253313
520,86.47617,67.34117,14.213589
521,84.34498,85.99554,13.695044
521,86.28337,69.89431,14.693758
522,84.05402,85.737656,14.730286
523,82.20245,75.50501,15.226388
524,82.81646,62.50604,12.414034
524,78.199066,75.74223,15.051971
525,85.024796,80.11229,16.285767
526,90.0,70.22151,14.086927
527,82.92035,76.017624,17.298307
527,86.68973,79.62294,15.283363
528,84.18687,74.91831,14.807697
529,87.653625,97.30554,13.552015
530,83.295784,78.06174,14.256393
530,83.45589,68.72458,14.962667
531,84.58388,76.36104,16.51583
532,84.07884,75.56274,14.012373
533,81.54011,77.95645,15.042929
533,82.991936,70.75818,17.693272
534,87.07148,82.43159,17.333656
535,89.19095,81.529465,15.0316105
536,82.19219,70.44844,14.492768
536,87.63197,77.25145,15.424587
537,85.26585,79.419975,16.985586
538,84.10671,61.27681,12.911964
539,84.985504,80.88924,14.886443
539,86.59055,77.86205,16.291746
540,79.97578,78.24335,12.920028
541,89.59794,87.906624,14.475738
541,82.743706,85.979385,13.725395
542,88.138985,82.74933,12.0
543,86.70133,63.491,13.227531
543,83.5886,82.48325,15.543476
544,84.62614,83.051186,17.255676
545,77.86794,64.87413,15.56882
546,84.32597,65.63912,16.050304
546,84.27463,78.969986,16.540325
547,88.3486,86.4381,13.490904
548,74.74857,78.96538,15.825556
549,81.98841,80.1568,14.017361
549,81.6911,87.531494,16.034729
550,86.62181,73.24241,17.587255
551,83.91292,79.77992,16.611095
552,85.759445,78.22098,13.736657
552,79.08501,67.65367,17.442915
553,79.78594,67.16211,16.361599
554,82.75937,74.87266,15.654146
555,84.23848,82.968056,17.870884
555,81.14145,78.4667,12.355279
556,84.341995,76.30737,16.838028
557,81.45088,73.81245,12.313753
558,82.128265,79.491264,14.78924
558,82.954926,72.67459,14.214621
559,85.44947,76.042015,13.622216
560,86.64265,78.98902,14.62501
561,85.47031,69.974335,14.0693865
